id,movie,year,imdb,metascore,votes,runtime,genres,storyPlot,director,actor1,actor2,actor3,actor4,actor1_as,actor2_as,actor3_as,actor4_as,actor1_pic,actor2_pic,actor3_pic,actor4_pic,director_link,actor1_link,actor2_link,actor3_link,actor4_link,links,small_posters
25,No Exit,2022,6.1,54,19242,95,"Drama, Mystery, Thriller            ","During a blizzard and stranded at an isolated highway rest stop in the mountains, a college student discovers a kidnapped child hidden in a car belonging to one of the people inside.",Damien Power,Havana Rose Liu,Danny Ramirez,David Rysdahl,Mila Harris,as Darby,as Ash,as Lars,as Jay,"https://m.media-amazon.com/images/M/MV5BYjBlMWI0MmMtYzA0ZC00ZDUwLTg5NjMtNjMzYmE0NTBlMTMwXkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_UY317_CR17,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOWE0MTIyMDctMzgwYi00YWNlLWI3YTgtM2FiYjZiMmVjZWQzXkEyXkFqcGdeQXVyODU3MDE4ODU@._V1_UY317_CR12,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjhlYjJlMjktMjgyNC00N2MzLWJhZDUtYzliOTIzOTRmZGZjXkEyXkFqcGdeQXVyMjM4NDg2MjQ@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BZjMxNjY5ZDItYmYzYi00NDNhLWEyZTItZGU4YjgxNGJiMmM1XkEyXkFqcGdeQXVyMTA0MzIzNDU5._V1_UY317_CR20,0,214,317_AL_.jpg",https://www.imdb.com/name/nm2010936/,https://www.imdb.com/name/nm10023988?ref_=tt_cl_t_1,https://www.imdb.com/name/nm6639989?ref_=tt_cl_t_2,https://www.imdb.com/name/nm3314705?ref_=tt_cl_t_3,https://www.imdb.com/name/nm9176319?ref_=tt_cl_t_4,https://imdb.com/title/tt7550014/,"https://m.media-amazon.com/images/M/MV5BYTc4M2Q2Y2YtMjM0MS00ZTEyLWExYmMtMjEzNjlmNTNjMWYxXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_UY209_CR0,0,140,209_AL_.jpg"
26,Jurassic World: Dominion,2022,6,38,38113,146,"Action, Adventure, Sci-Fi            ","Four years after the destruction of Isla Nublar, dinosaurs now live--and hunt--alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with history's most fearsome creatures in a new Era.",Colin Trevorrow,Chris Pratt,Bryce Dallas Howard,Laura Dern,Sam Neill,as Owen Grady,as Claire Dearing,as Ellie Sattler,as Alan Grant,"https://m.media-amazon.com/images/M/MV5BNDU1NjU0MzA5NF5BMl5BanBnXkFtZTgwNTg5OTY2MjI@._V1_UY317_CR10,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNzExZDkyNWItMDYzNS00MGVlLTllZTctMjYyZGE1MmY0MThhXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UY317_CR20,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjI3NzY0MDQxMF5BMl5BanBnXkFtZTcwNzMwMzcyNw@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjUyMTU0MzA0MF5BMl5BanBnXkFtZTgwNTA4MTQ4NjM@._V1_UX214_CR0,0,214,317_AL_.jpg",https://www.imdb.com/name/nm1119880/,https://www.imdb.com/name/nm0695435?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0397171?ref_=tt_cl_t_2,https://www.imdb.com/name/nm0000368?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0000554?ref_=tt_cl_t_4,https://imdb.com/title/tt8041270/,"https://m.media-amazon.com/images/M/MV5BOTBjMjA4NmYtN2RjMi00YWZlLTliYTktOTIwMmNkYjYxYmE1XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_UY209_CR2,0,140,209_AL_.jpg"
27,Hotel Transylvania: Transformania,2022,6,46,27332,87,"Animation, Adventure, Comedy            ","After one experiment, Johnny turns into a monster and everyone else becomes human. Now it has to be seen whether they will be able to reverse this experiment.",Derek Drymon,Andy Samberg,Selena Gomez,Kathryn Hahn,Jim Gaffigan,as Jonathan,as Mavis,as Ericka,as Van Helsing,"https://m.media-amazon.com/images/M/MV5BNDg3NDk3ODI0Ml5BMl5BanBnXkFtZTgwOTE3MTE4NTM@._V1_UY317_CR7,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjAwNTE2MDMyMl5BMl5BanBnXkFtZTgwMjAyODM3MTI@._V1_UY317_CR12,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjE1OTcxNDczMl5BMl5BanBnXkFtZTcwMDA1NDcyMQ@@._V1_UY317_CR14,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNjMzNmYzODktNmEyZC00OWQ4LWI4MGUtOWNiYTg0NWNkZjRhXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY317_CR131,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0238757/,https://www.imdb.com/name/nm1676221?ref_=tt_cl_t_1,https://www.imdb.com/name/nm1411125?ref_=tt_cl_t_2,https://www.imdb.com/name/nm1063517?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0300712?ref_=tt_cl_t_4,https://imdb.com/title/tt9848626/,"https://m.media-amazon.com/images/M/MV5BYWJmNzRiMWEtNzk3Ni00OGU5LThlMDctYmJhMTA1YzEzNjY4XkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_UY209_CR0,0,140,209_AL_.jpg"
28,The Contractor,2022,5.8,52,13570,103,"Action, Thriller            ","A discharged U.S. Special Forces sergeant, James Harper, risks everything for his family when he joins a private contracting organization.",Tarik Saleh,Chris Pine,Gillian Jacobs,Sander Thomas,Toby Dixon,as James Harper,as Brianne,as Jack Harper,as Young James,"https://m.media-amazon.com/images/M/MV5BMTM4OTQ4NTU3NV5BMl5BanBnXkFtZTcwNjEwNDU0OQ@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTk5OTc5MTM1OV5BMl5BanBnXkFtZTcwMTU4NDI1NA@@._V1_UY317_CR8,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNzljM2JlMTgtZGU1ZS00MTNkLTkxOWItN2I3Nzg4YjMwMDBmXkEyXkFqcGdeQXVyMTAyNzQyODUx._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYjViZjZhZTItM2M3OS00NDg0LTljMTktNTE5ZDdmYzdjNzhmXkEyXkFqcGdeQXVyMjAwODU4ODk@._V1_UY317_CR20,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0757975/,https://www.imdb.com/name/nm1517976?ref_=tt_cl_t_1,https://www.imdb.com/name/nm1843026?ref_=tt_cl_t_2,https://www.imdb.com/name/nm7870704?ref_=tt_cl_t_3,https://www.imdb.com/name/nm11123470?ref_=tt_cl_t_4,https://imdb.com/title/tt10323676/,"https://m.media-amazon.com/images/M/MV5BOWQ3MDg1MTgtMmI4ZC00YjU3LWIyZGEtNmRkNzI0Y2QyN2ExXkEyXkFqcGdeQXVyNzgzODI1OTE@._V1_UY209_CR0,0,140,209_AL_.jpg"
29,Dual,2022,5.8,62,4263,94,"Sci-Fi, Thriller            ","A woman opts for a cloning procedure after she receives a terminal diagnosis but when she recovers her attempts to have her clone decommissioned fail, leading to a court-mandated duel to the death.",Riley Stearns,Karen Gillan,Aaron Paul,Beulah Koale,Theo James,as Sarah,as Trent,as Peter,as Robert Michaels,"https://m.media-amazon.com/images/M/MV5BMTQwMDQ0NDk1OV5BMl5BanBnXkFtZTcwNDcxOTExNg@@._V1_UY317_CR2,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTY1OTY5NjI5NV5BMl5BanBnXkFtZTcwODA4MjM0OA@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOTQxM2I3Y2EtZjhmYS00MGU4LWJlNGQtZjU4MmQ5NWUzMzA0XkEyXkFqcGdeQXVyNTE0NjQ1OTk@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BODc4ZWI3OWYtMGRhYi00MGJkLThjYWUtYjk3MmU5MTQzOTY2XkEyXkFqcGdeQXVyMTgzNjAyMjM@._V1_UY317_CR12,0,214,317_AL_.jpg",https://www.imdb.com/name/nm2720681/,https://www.imdb.com/name/nm2394794?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0666739?ref_=tt_cl_t_2,https://www.imdb.com/name/nm3872230?ref_=tt_cl_t_3,https://www.imdb.com/name/nm3772243?ref_=tt_cl_t_4,https://imdb.com/title/tt9005184/,"https://m.media-amazon.com/images/M/MV5BZWE4ZWMwOTYtZDkyYi00NWEwLTgyNWYtNWNkNjhlMjBmZTJmXkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_UY209_CR0,0,140,209_AL_.jpg"
30,Memory,2022,5.6,41,9538,114,"Action, Thriller            ",An assassin-for-hire finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. A remake of the 2003 Belgian film 'The Memory of a Killer'.,Martin Campbell,Liam Neeson,Guy Pearce,Taj Atwal,Harold Torres,as Alex Lewis,as Special Agent Vincent Serra,as Special Agent Linda Amisted,as Det. Hugo Marquez,"https://m.media-amazon.com/images/M/MV5BMjA1MTQ3NzU1MV5BMl5BanBnXkFtZTgwMDE3Mjg0MzE@._V1_UY317_CR52,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTgyNzc2NzY3Nl5BMl5BanBnXkFtZTgwNTMzMzAwMjE@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNGJhOTZkZTAtYjA4Mi00NzAxLThhNzYtMjBjZTdkODk5MjQ5XkEyXkFqcGdeQXVyNjQ4ODc5NTY@._V1_UY317_CR25,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BN2U2MGYxZTAtZTM5YS00ZjlhLTllNmYtMmE4NjcwYzZhNjFkXkEyXkFqcGdeQXVyMTA3NDY0NjA2._V1_UY317_CR16,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0132709/,https://www.imdb.com/name/nm0000553?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0001602?ref_=tt_cl_t_2,https://www.imdb.com/name/nm4883026?ref_=tt_cl_t_3,https://www.imdb.com/name/nm2386306?ref_=tt_cl_t_4,https://imdb.com/title/tt11827628/,"https://m.media-amazon.com/images/M/MV5BOGI5N2FhNzktZjZlNi00MmRjLWE1MmUtNjRlNzQyOGMzYjNhXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UY209_CR0,0,140,209_AL_.jpg"
31,Three Thousand Years of Longing,2022,5.5,57,401,108,"Drama, Fantasy, Romance            ","A lonely scholar, on a trip to Istanbul, discovers a Djinn who offers her three wishes in exchange for his freedom.",George Miller,Tilda Swinton,Idris Elba,Pia Thunderbolt,Berk Ozturk,as Alithea,as The Djinn,as Orhan's Pa,as Semih The Driver,"https://m.media-amazon.com/images/M/MV5BMTM4NzMzMTkwNV5BMl5BanBnXkFtZTcwMzU4MDg1Mw@@._V1_UY317_CR19,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNzEzMTI2NjEyNF5BMl5BanBnXkFtZTcwNTA0OTE4OA@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYjU0YzA5NGEtNTViYy00YTkzLTgxOGUtNGNhMDYwZDU2NzViXkEyXkFqcGdeQXVyMTA1NjAxMzIw._V1_UY317_CR23,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYWVkN2JiY2MtZDdkMC00ZmRkLWIwODQtNWUzMjgzMjA1MTA1XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY317_CR130,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0004306/,https://www.imdb.com/name/nm0842770?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0252961?ref_=tt_cl_t_2,https://www.imdb.com/name/nm12896988?ref_=tt_cl_t_3,https://www.imdb.com/name/nm8424324?ref_=tt_cl_t_4,https://imdb.com/title/tt9198364/,"https://m.media-amazon.com/images/M/MV5BODFjMmVmN2YtOTc5Yy00YWM0LTg0N2ItZDJiNTU5MWMyMDVlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
32,Deep Water,2022,5.4,53,37537,115,"Drama, Mystery, Thriller            ",A well-to-do husband who allows his wife to have affairs in order to avoid a divorce becomes a prime suspect in the disappearance of her lovers.,Adrian Lyne,Ben Affleck,Ana de Armas,Tracy Letts,Grace Jenkins,as Vic,as Melinda,as Don Wilson,as Trixie,"https://m.media-amazon.com/images/M/MV5BMzczNzNiMDAtMmUzZS00MTkwLWIwOTYtNmYyNjg3MTVkNThhXkEyXkFqcGdeQXVyMjA4MjI5MTA@._V1_UY317_CR12,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMWM3MDMzNjMtODM5Ny00YmY0LWJhNzQtNTE1ZDNlNjllNDQ0XkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_UY317_CR130,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNzQ4Mjc1NTU0OV5BMl5BanBnXkFtZTgwMTUxMjg0NzE@._V1_UY317_CR20,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BZTEwMzcwNzYtMmQ5ZC00Y2YwLTg5YjMtZTA2N2RmMDk2ZGVhXkEyXkFqcGdeQXVyMTA5NDM3NDQ1._V1_UX214_CR0,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0001490/,https://www.imdb.com/name/nm0000255?ref_=tt_cl_t_1,https://www.imdb.com/name/nm1869101?ref_=tt_cl_t_2,https://www.imdb.com/name/nm0504832?ref_=tt_cl_t_3,https://www.imdb.com/name/nm11096472?ref_=tt_cl_t_4,https://imdb.com/title/tt2180339/,"https://m.media-amazon.com/images/M/MV5BNTE1M2NjNDgtYjQ2Ny00YTMzLWJiYWQtMTdmM2Q2YjA1MDg1XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_UY209_CR0,0,140,209_AL_.jpg"
33,The 355,2022,5.4,40,23648,122,"Action, Thriller            ","When a top-secret weapon falls into mercenary hands, a wild card CIA agent joins forces with three international agents on a lethal mission to retrieve it, while staying a step ahead of a mysterious woman who's tracking their every move.",Simon Kinberg,Jessica Chastain,Penélope Cruz,Bingbing Fan,Diane Kruger,as Mace,as Graciela Rivera,as Lin Mi Sheng,as Marie Schmidt,"https://m.media-amazon.com/images/M/MV5BMTU1MDM5NjczOF5BMl5BanBnXkFtZTcwOTY2MDE4OA@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTM0Mzc1MTc2OF5BMl5BanBnXkFtZTcwMzE4MzQxMw@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTQzMjcyNjk5NF5BMl5BanBnXkFtZTcwNDIzOTc0OQ@@._V1_UY317_CR2,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTM3MzY0Nzk2Ml5BMl5BanBnXkFtZTcwODQ0MTMyMw@@._V1_UY317_CR1,0,214,317_AL_.jpg",https://www.imdb.com/name/nm1334526/,https://www.imdb.com/name/nm1567113?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0004851?ref_=tt_cl_t_2,https://www.imdb.com/name/nm1549063?ref_=tt_cl_t_3,https://www.imdb.com/name/nm1208167?ref_=tt_cl_t_4,https://imdb.com/title/tt8356942/,"https://m.media-amazon.com/images/M/MV5BNzk4MDZhNTctMDA3OC00ODdkLWIyOWYtN2M0MzA3MDY5NDk1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
34,Stars at Noon,2022,5.3,63,132,135,"Drama, Romance, Thriller            ","In 1984's Nicaragua, a mysterious English businessman and a headstrong American journalist strike up a romance as they soon become embroiled in a dangerous labyrinth of lies and conspiracies and are forced to try and escape the country.",Claire Denis,Margaret Qualley,Joe Alwyn,Danny Ramirez,Benny Safdie,as Trish,as Daniel,as Costa Rican Cop,as CIA Man,"https://m.media-amazon.com/images/M/MV5BYWZmMDFlMDYtYzk3My00YTg1LTllZWUtYzY2Y2QyNjk2NTZmXkEyXkFqcGdeQXVyMzcxMTAwMDM@._V1_UY317_CR78,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYjVlZjMwODctNTIxNy00ZjgwLWI0NDAtNGY2Y2NhYjI0Mzk3XkEyXkFqcGdeQXVyOTg3MTU2MjU@._V1_UY317_CR20,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOWE0MTIyMDctMzgwYi00YWNlLWI3YTgtM2FiYjZiMmVjZWQzXkEyXkFqcGdeQXVyODU3MDE4ODU@._V1_UY317_CR12,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMzE4Mjg3MTYyM15BMl5BanBnXkFtZTgwODkxOTUxNTM@._V1_UY317_CR11,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0219136/,https://www.imdb.com/name/nm4960279?ref_=tt_cl_t_1,https://www.imdb.com/name/nm7153679?ref_=tt_cl_t_2,https://www.imdb.com/name/nm6639989?ref_=tt_cl_t_3,https://www.imdb.com/name/nm1509478?ref_=tt_cl_t_4,https://imdb.com/title/tt10354106/,"https://m.media-amazon.com/images/M/MV5BMGNkOTI5OTgtZGM0Yi00ZmExLTgzMzctMDkxMDk4MjE4ZTZmXkEyXkFqcGdeQXVyMTAzMDg4NzU0._V1_UY209_CR181,0,140,209_AL_.jpg"
35,Moonfall,2022,5.2,41,52599,130,"Action, Adventure, Sci-Fi            ",A mysterious force knocks the moon from its orbit and sends it hurtling on a collision course toward earth.,Roland Emmerich,Halle Berry,Patrick Wilson,John Bradley,Charlie Plummer,as Jocinda Fowler,as Brian Harper,as KC Houseman,as Sonny Harper,"https://m.media-amazon.com/images/M/MV5BMjIxNzc5MDAzOV5BMl5BanBnXkFtZTcwMDUxMjMxMw@@._V1_UY317_CR10,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTkzNzcxNzcxMF5BMl5BanBnXkFtZTgwOTM1ODUzMTE@._V1_UY317_CR1,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BOGQyODY2YTUtNTBhYy00NGY1LThlNmItYzkyODBiYjI2YTU3XkEyXkFqcGdeQXVyMTE1MTYxNDAw._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BN2Q2YjUzOWUtMzYwMy00YTE4LWE0ZmMtZTJkY2YyMDUzMjdlXkEyXkFqcGdeQXVyMjM1Nzk1NTM@._V1_UX214_CR0,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0000386/,https://www.imdb.com/name/nm0000932?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0933940?ref_=tt_cl_t_2,https://www.imdb.com/name/nm4263213?ref_=tt_cl_t_3,https://www.imdb.com/name/nm4055138?ref_=tt_cl_t_4,https://imdb.com/title/tt5834426/,"https://m.media-amazon.com/images/M/MV5BZjk0OWZiN2ItNmQ2YS00NTJmLTg0MjItNzM4NzBkMWM1ZTRlXkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_UY209_CR3,0,140,209_AL_.jpg"
36,Morbius,2022,5.1,35,78291,104,"Action, Adventure, Horror            ","Biochemist Michael Morbius tries to cure himself of a rare blood disease, but he inadvertently infects himself with a form of vampirism instead.",Daniel Espinosa,Jared Leto,Matt Smith,Adria Arjona,Jared Harris,as Dr. Michael Morbius,as Milo,as Martine Bancroft,as Dr. Emil Nicholas,"https://m.media-amazon.com/images/M/MV5BMTczMjUwNDUzMF5BMl5BanBnXkFtZTgwNDA4OTAzMTE@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMjE0NzExMTg0MV5BMl5BanBnXkFtZTgwOTIyNTI5NzE@._V1_UY317_CR26,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYzEyNTYxMGEtMGZmYi00NGI0LWExMzUtMjhlMzgwNmJlMmYwXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BODgyOTdjZjAtYmI2MS00ZjdhLTk0NzMtNGRhYjI4NTE3MjBhXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY317_CR51,0,214,317_AL_.jpg",https://www.imdb.com/name/nm1174251/,https://www.imdb.com/name/nm0001467?ref_=tt_cl_t_1,https://www.imdb.com/name/nm1741002?ref_=tt_cl_t_2,https://www.imdb.com/name/nm5245722?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0364813?ref_=tt_cl_t_4,https://imdb.com/title/tt5108870/,"https://m.media-amazon.com/images/M/MV5BNTA3N2Q0ZTAtODJjNy00MmQzLWJlMmItOGFmNDI0ODgxN2QwXkEyXkFqcGdeQXVyMTM0NTUzNDIy._V1_UX140_CR0,0,140,209_AL_.jpg"
37,Texas Chainsaw Massacre,2022,4.8,34,47332,83,"Crime, Horror, Thriller            ","After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic young friends who accidentally disrupt his carefully shielded world in a remote Texas town.",David Blue Garcia,Sarah Yarkin,Elsie Fisher,Mark Burnham,Jacob Latimore,as Melody,as Lila,as Leatherface,as Dante,"https://m.media-amazon.com/images/M/MV5BZDIxYjJmMTAtYjAzMy00NmJmLWE5NDgtMTM4OTYyNDE4MGVmXkEyXkFqcGdeQXVyNDc2MjI0ODM@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTUzODI3MDkwN15BMl5BanBnXkFtZTgwMTMxNTM5NTM@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMThiYzE3NjAtNDExYi00ZjRjLThkNjctZjFhZWU2MGM4ZDYyXkEyXkFqcGdeQXVyMTk3MjQ0NzU@._V1_UY317_CR48,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYzY3ZmViZGItNjliZi00OWUxLWEzZDMtMjJmYmEyMThjZjVkXkEyXkFqcGdeQXVyMjk2NDE3Mjk@._V1_UY317_CR130,0,214,317_AL_.jpg",https://www.imdb.com/name/nm2596725/,https://www.imdb.com/name/nm4712111?ref_=tt_cl_t_1,https://www.imdb.com/name/nm3220568?ref_=tt_cl_t_2,https://www.imdb.com/name/nm0122511?ref_=tt_cl_t_3,https://www.imdb.com/name/nm3632976?ref_=tt_cl_t_4,https://imdb.com/title/tt11755740/,"https://m.media-amazon.com/images/M/MV5BMDU4Yzk1NmUtNDU4OC00YzVmLTgwOTUtYTY2NjNmMjY5YjVmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX140_CR0,0,140,209_AL_.jpg"
38,Blacklight,2022,4.7,27,12548,104,"Action, Thriller            ","Travis Block is a government operative coming to terms with his shadowy past. When he discovers a plot targeting U.S. citizens, Block finds himself in the crosshairs of the FBI director he once helped protect.",Mark Williams,Liam Neeson,Aidan Quinn,Taylor John Smith,Emmy Raver-Lampman,as Travis Block,as Gabriel Robinson,as Dusty Crane,as Mira Jones,"https://m.media-amazon.com/images/M/MV5BMjA1MTQ3NzU1MV5BMl5BanBnXkFtZTgwMDE3Mjg0MzE@._V1_UY317_CR52,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMTYwNTI3NzI5OV5BMl5BanBnXkFtZTcwMDE1NTk0NA@@._V1_UY317_CR4,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNjg2Yjg4ZWUtOThjMi00YzUwLWIyNDAtYTBjMDYyODVkNjQ1XkEyXkFqcGdeQXVyMzI3Mjk2MzY@._V1_UY317_CR20,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BMzUzZGRjMzItNGVmOS00MWY3LTgzZGMtMzFkMTc5ODY1MTA0XkEyXkFqcGdeQXVyNzcyNTIzMTA@._V1_UX214_CR0,0,214,317_AL_.jpg",https://www.imdb.com/name/nm0931251/,https://www.imdb.com/name/nm0000553?ref_=tt_cl_t_1,https://www.imdb.com/name/nm0001644?ref_=tt_cl_t_2,https://www.imdb.com/name/nm4973896?ref_=tt_cl_t_3,https://www.imdb.com/name/nm8287501?ref_=tt_cl_t_4,https://imdb.com/title/tt14060094/,"https://m.media-amazon.com/images/M/MV5BY2ViYmNhNzEtZDJhNS00YzM4LTkzZWItZDJiNzc5ZDExOWZmXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_UY209_CR0,0,140,209_AL_.jpg"
39,Firestarter,2022,4.6,32,10711,94,"Drama, Horror, Sci-Fi            ",A young girl tries to understand how she mysteriously gained the power to set things on fire with her mind.,Keith Thomas,Zac Efron,Ryan Kiera Armstrong,Sydney Lemmon,Michael Greyeyes,as Andy McGee,as Charlie McGee,as Vicky McGee,as Rainbird,"https://m.media-amazon.com/images/M/MV5BMTUxNzY3NzYwOV5BMl5BanBnXkFtZTgwNzQ3Mzc4MTI@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNmIyMzYyOWQtYmI1NC00NTVmLWEyOTItZTU1NzRmNzg0YzczXkEyXkFqcGdeQXVyNzg4NTAxNDA@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BYWI0ZDY2ZDEtMDQyYS00MzE3LThhOTEtNzRlNzQ5M2NhYTQ0XkEyXkFqcGdeQXVyNDU5MDAyOTQ@._V1_UX214_CR0,0,214,317_AL_.jpg","https://m.media-amazon.com/images/M/MV5BNDBlODE0NTgtZWRmNS00MTAyLTkwNmUtYmFjMTYwOWFkOTIyXkEyXkFqcGdeQXVyNjc5Mjg0NjU@._V1_UY317_CR131,0,214,317_AL_.jpg",https://www.imdb.com/name/nm8928699/,https://www.imdb.com/name/nm1374980?ref_=tt_cl_t_1,https://www.imdb.com/name/nm8740834?ref_=tt_cl_t_2,https://www.imdb.com/name/nm5517526?ref_=tt_cl_t_3,https://www.imdb.com/name/nm0340729?ref_=tt_cl_t_4,https://imdb.com/title/tt1798632/,"https://m.media-amazon.com/images/M/MV5BMWIzNzA4MmUtYTIzNy00Y2Q5LWIyM2YtZGRiYzM0ZWQzOTU2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
